id_venda,cliente,cidade,categoria,produto,quantidade,preco_unitario,forma_pagamento,status
10317,Henrique,Salvador,Eletrônicos,Teclado,2.0,174.69,PIX,Concluída
10318,Isabela,Porto Alegre,Esportes,Raquete,4.0,305.13,PIX,Concluída
10319,Bruno,Salvador,Roupas,Camiseta,6.0,90.78,PIX,Cancelada
10320,Elisa,Rio de Janeiro,Eletrônicos,Monitor,5.0,992.9,Dinheiro,Concluída
10321,Diego,,Livros,Biografia,6.0,79.0,Dinheiro,Concluída
10322,Eduardo,São Paulo,Livros,Tecnologia,3.0,83.64,PIX,Concluída
10323,Thiago,Porto Alegre,Esportes,Bicicleta,6.0,1622.33,PIX,Cancelada
10324,Ana,Belo Horizonte,Livros,Tecnologia,5.0,91.92,Dinheiro,Concluída
10325,Marina,Salvador,Roupas,Calça Jeans,7.0,196.74,Cartão,Concluída
10326,Isabela,Rio de Janeiro,Roupas,Jaqueta,2.0,0.0,Cartão,Concluída
10327,Amanda,Salvador,Casa,Cafeteira,6.0,364.94,Boleto,Pendente
10328,João,São Paulo,Eletrônicos,Fone Bluetooth,5.0,315.56,Cartão,Concluída
10329,Carla,São Paulo,Eletrônicos,Monitor,7.0,1089.52,Cartão,Concluída
10330,Gabriela,Rio de Janeiro,Casa,Cafeteira,2.0,381.09,Dinheiro,Cancelada
10331,Gabriela,Rio de Janeiro,Esportes,Bicicleta,5.0,1389.63,Cartão,Pendente
10332,Felipe,Porto Alegre,Casa,Cafeteira,7.0,386.4,PIX,Concluída
10333,Pedro,Rio de Janeiro,Eletrônicos,Notebook,6.0,3797.05,Cartão,Pendente
10334,Amanda,Curitiba,Esportes,Raquete,2.0,275.49,Cartão,Cancelada
10335,Olivia,Porto Alegre,Casa,Panela,1.0,194.04,Cartão,Cancelada
10336,Sofia,São Paulo,Eletrônicos,Teclado,1.0,176.83,Dinheiro,Concluída
10337,Valentina,Porto Alegre,Livros,Ficção,1.0,69.86,PIX,Concluída
10338,Marina,Curitiba,Livros,Tecnologia,3.0,90.14,Boleto,Concluída
10339,Caio,Salvador,Livros,Ficção,7.0,60.06,Boleto,Concluída
10340,Elisa,Curitiba,Roupas,Tênis,6.0,348.34,Dinheiro,Concluída
10341,Eduardo,Belo Horizonte,Livros,Biografia,2.0,71.67,Boleto,Concluída
10342,Carla,Porto Alegre,Eletrônicos,Teclado,2.0,175.27,Dinheiro,Concluída
10343,João,Curitiba,Casa,Aspirador,5.0,686.4,Dinheiro,Concluída
10344,Isabela,Belo Horizonte,Roupas,Jaqueta,2.0,288.93,Boleto,Cancelada
10345,Felipe,Belo Horizonte,Livros,Romance,4.0,63.81,Boleto,Concluída
10346,Isabela,Salvador,Casa,Liquidificador,4.0,277.38,Cartão,Concluída
10347,Bruno,Curitiba,Casa,Jogo de Cama,7.0,,PIX,Cancelada
10348,Caio,Curitiba,,Jaqueta,6.0,256.14,Boleto,Concluída
10349,Felipe,Belo Horizonte,Esportes,Bicicleta,6.0,1287.23,Dinheiro,Concluída
10350,Sofia,,Eletrônicos,Monitor,3.0,1110.43,PIX,Concluída
10351,Elisa,Salvador,Eletrônicos,Monitor,3.0,1228.06,Dinheiro,Concluída
10352,Diego,Rio de Janeiro,Livros,Administração,1.0,97.04,Dinheiro,Pendente
10353,Elisa,São Paulo,Livros,Tecnologia,6.0,82.22,Cartão,Concluída
10354,Eduardo,,Roupas,Camiseta,-1.0,69.78,Cartão,Cancelada
10355,Thiago,Belo Horizonte,Esportes,Mochila Esportiva,1.0,187.07,Dinheiro,Concluída
10356,Sofia,porto alegre,Casa,Cafeteira,7.0,344.48,PIX,Concluída
10357,Valentina,Belo Horizonte,Eletrônicos,Notebook,3.0,3248.74,Cartão,Concluída
10358,Henrique,porto alegre,Esportes,Raquete,5.0,316.74,Dinheiro,Concluída
10359,Henrique,Curitiba,Livros,Ficção,2.0,59.47,Boleto,Pendente
10360,Nicolas,Belo Horizonte,eletrônicos,Smartphone,7.0,2061.29,,Concluída
10361,Olivia,belo horizonte,Casa,Aspirador,2.0,534.31,Boleto,Concluída
10362,Bruno,São Paulo,Casa,Aspirador,5.0,590.43,PIX,Concluída
10363,Karen,,Livros,Tecnologia,3.0,96.56,Cartão,Cancelada
10364,Thiago,Curitiba,Casa,Cafeteira,1.0,347.12,PIX,Concluída
10365,Lucas,porto alegre,Esportes,Raquete,7.0,302.58,Boleto,Concluída
10366,Marina,Curitiba,Eletrônicos,Notebook,3.0,3480.67,dinheiro,Concluída
10367,Eduardo,Porto Alegre,Casa,Cafeteira,7.0,344.81,Cartão,Concluída
10368,Ana,Belo Horizonte,Eletrônicos,Notebook,5.0,,Dinheiro,Concluída
10369,Nicolas,São Paulo,Esportes,Bola,2.0,107.55,Dinheiro,Concluída
10370,Henrique,Belo Horizonte,Casa,Aspirador,2.0,625.48,PIX,Concluída
10371,Caio,Rio de Janeiro,Eletrônicos,Smartphone,2.0,2200.14,Dinheiro,Cancelada
10372,Felipe,Belo Horizonte,Roupas,Vestido,6.0,205.93,PIX,Concluída
10373,Eduardo,São Paulo,Esportes,Mochila Esportiva,6.0,206.48,Boleto,Concluída
10374,Daniela,Belo Horizonte,Esportes,Raquete,3.0,273.35,Boleto,Cancelada
10375,Karen,Curitiba,Roupas,Calça Jeans,7.0,206.22,Dinheiro,Pendente
10376,Gabriela,Porto Alegre,Casa,Aspirador,7.0,567.75,Boleto,Concluída
10377,Pedro,,Eletrônicos,Fone Bluetooth,5.0,272.3,Boleto,Concluída
10378,Diego,curitiba,Casa,Panela,4.0,163.19,Dinheiro,Concluída
10379,Thiago,Rio de Janeiro,Eletrônicos,Smartphone,-3.0,2235.63,Cartão,Concluída
10380,Pedro,Porto Alegre,Eletrônicos,Notebook,2.0,3263.78,Cartão,Concluída
10381,Ana,São Paulo,Livros,Administração,6.0,93.89,Cartão,Concluída
10382,Karen,Curitiba,Roupas,Tênis,5.0,278.89,Dinheiro,Pendente
10383,Elisa,Belo Horizonte,Eletrônicos,Notebook,4.0,3924.1,,Concluída
10384,Pedro,Rio de Janeiro,Livros,Tecnologia,6.0,96.07,Boleto,Pendente
10385,Henrique,Salvador,livros,Administração,4.0,84.42,PIX,Concluída
10386,Isabela,Belo Horizonte,Esportes,Bola,1.0,127.61,Cartão,Concluída
10387,Olivia,Curitiba,Casa,Aspirador,2.0,649.8,Dinheiro,Concluída
10388,Lucas,Porto Alegre,Eletrônicos,Notebook,7.0,3608.58,Cartão,Concluída
10389,Karen,São Paulo,Livros,Tecnologia,5.0,87.68,Cartão,Cancelada
10390,Elisa,Curitiba,Casa,Jogo de Cama,-1.0,248.35,Cartão,Pendente
10391,Ana,Salvador,Casa,Jogo de Cama,4.0,237.36,Dinheiro,Pendente
10392,Nicolas,São Paulo,Roupas,Vestido,2.0,192.16,Dinheiro,Concluída
10393,Karen,,Livros,Ficção,4.0,66.4,Cartão,Concluída
10394,Sofia,Curitiba,Esportes,Bola,5.0,132.56,PIX,Concluída
10395,Eduardo,São Paulo,casa,Panela,7.0,192.59,PIX,Concluída
10396,Lucas,Curitiba,Roupas,Calça Jeans,6.0,203.9,Boleto,Concluída
10397,João,Salvador,Livros,Biografia,5.0,82.91,Cartão,Concluída
10398,Gabriela,Porto Alegre,Casa,Jogo de Cama,1.0,232.73,Dinheiro,Concluída
10399,Rafael,Belo Horizonte,Casa,Liquidificador,5.0,237.98,Cartão,Concluída
10400,Gabriela,São Paulo,Esportes,Halteres,1.0,237.63,Dinheiro,Concluída
10401,Karen,Rio de Janeiro,Roupas,Vestido,1.0,249.9,Boleto,Concluída
10402,Lucas,Rio de Janeiro,Roupas,Vestido,5.0,196.35,Cartão,Concluída
10403,Gabriela,Rio de Janeiro,Eletrônicos,Notebook,4.0,3121.78,PIX,Concluída
10404,Gabriela,Porto Alegre,Casa,Cafeteira,2.0,300.86,Boleto,Concluída
10405,Carla,Curitiba,Roupas,Jaqueta,6.0,239.16,Cartão,Concluída
10406,Valentina,Salvador,Roupas,Calça Jeans,6.0,173.4,Boleto,Concluída
10407,Marina,Salvador,Eletrônicos,Notebook,5.0,3337.07,PIX,Concluída
10408,Daniela,Brasília,Eletrônicos,Monitor,6.0,942.35,Boleto,Concluída
10409,Thiago,Rio de Janeiro,Livros,Tecnologia,6.0,0.0,Dinheiro,Pendente
10410,Karen,Curitiba,Esportes,Bola,3.0,121.69,Cartão,Concluída
10411,Ana,São Paulo,Eletrônicos,Teclado,2.0,177.44,Dinheiro,Concluída
10412,Eduardo,São Paulo,Eletrônicos,Fone Bluetooth,2.0,277.89,Cartão,Concluída
10413,Gabriela,São Paulo,Esportes,Raquete,7.0,300.37,Cartão,Concluída
10414,Marina,Brasília,Eletrônicos,Teclado,6.0,205.44,PIX,Concluída
10415,Karen,Belo Horizonte,Esportes,Raquete,2.0,280.15,Dinheiro,Concluída
10416,Eduardo,Porto Alegre,Roupas,Tênis,7.0,289.9,PIX,Concluída
10417,Elisa,Curitiba,Casa,Panela,4.0,189.72,Cartão,Concluída
10418,Isabela,Belo Horizonte,Roupas,Calça Jeans,4.0,171.84,Boleto,Concluída
10419,Amanda,Rio de Janeiro,,Bicicleta,1.0,,Cartão,Pendente
10420,Ana,Curitiba,Casa,Panela,6.0,179.71,Cartão,Concluída
10421,Diego,Brasília,Esportes,Halteres,3.0,273.02,Dinheiro,Concluída
10422,Sofia,Curitiba,Eletrônicos,Monitor,3.0,1262.63,PIX,Concluída
10423,Marina,Curitiba,Eletrônicos,Fone Bluetooth,6.0,252.94,Boleto,Concluída
10424,Gabriela,Brasília,Eletrônicos,Teclado,5.0,155.14,cartão,Concluída
10425,Ana,Rio de Janeiro,Roupas,Calça Jeans,6.0,168.09,Cartão,Concluída
10426,Isabela,Belo Horizonte,Casa,Panela,7.0,170.71,Cartão,Concluída
10427,Thiago,Belo Horizonte,Roupas,Calça Jeans,3.0,,Dinheiro,Concluída
10428,Henrique,São Paulo,Esportes,Mochila Esportiva,7.0,194.79,Dinheiro,Cancelada
10429,Karen,Porto Alegre,Casa,Jogo de Cama,2.0,237.61,Dinheiro,Concluída
10430,Carla,Curitiba,Eletrônicos,Teclado,4.0,206.69,Dinheiro,Concluída
10431,Ana,Salvador,Roupas,Jaqueta,1.0,302.7,Dinheiro,Concluída
10432,Carla,Brasília,Casa,Jogo de Cama,3.0,205.21,PIX,Concluída
10433,Gabriela,Salvador,Esportes,Mochila Esportiva,4.0,174.21,PIX,Cancelada
10434,Caio,Salvador,Eletrônicos,Smartphone,7.0,2151.14,PIX,Concluída
10435,Gabriela,São Paulo,Eletrônicos,Fone Bluetooth,4.0,280.23,Cartão,Concluída
10436,João,Brasília,Esportes,Mochila Esportiva,4.0,197.49,PIX,Pendente
10437,Eduardo,Rio de Janeiro,Eletrônicos,Monitor,4.0,1211.59,Cartão,Concluída
10438,Valentina,Belo Horizonte,Casa,Liquidificador,2.0,256.31,PIX,Pendente
10439,Nicolas,Rio de Janeiro,Livros,Romance,3.0,63.98,Cartão,Concluída
10440,Bruno,Belo Horizonte,Eletrônicos,Teclado,1.0,180.66,PIX,Concluída
10441,Daniela,Rio de Janeiro,Roupas,Camiseta,3.0,89.47,Cartão,Concluída
10442,Sofia,Curitiba,Eletrônicos,Fone Bluetooth,3.0,275.18,Cartão,Concluída
10443,Karen,,Esportes,Raquete,6.0,333.53,PIX,Pendente
10444,Carla,Porto Alegre,Livros,Romance,7.0,67.73,Dinheiro,Concluída
10445,Karen,Belo Horizonte,Roupas,Calça Jeans,5.0,175.47,Cartão,Pendente
10446,Rafael,Porto Alegre,Livros,Tecnologia,4.0,78.31,Cartão,Concluída
10447,Pedro,Salvador,Eletrônicos,Smartphone,5.0,1932.05,Dinheiro,Concluída
10448,Diego,Brasília,Casa,Jogo de Cama,,208.13,PIX,Concluída
10449,Bruno,Curitiba,Casa,Panela,6.0,172.92,PIX,Concluída
10450,Gabriela,Belo Horizonte,Eletrônicos,Notebook,5.0,3633.3,PIX,Concluída
10451,Thiago,Belo Horizonte,Esportes,Mochila Esportiva,7.0,173.46,Boleto,Pendente
10452,Caio,Belo Horizonte,Roupas,Tênis,1.0,348.19,Cartão,Concluída
10453,Eduardo,São Paulo,Livros,Ficção,4.0,64.19,Cartão,Concluída
10454,Thiago,São Paulo,Eletrônicos,Notebook,5.0,3508.06,Boleto,Cancelada
10455,Olivia,Porto Alegre,Casa,Aspirador,7.0,645.82,Dinheiro,Cancelada
10456,Nicolas,Rio de Janeiro,,Notebook,1.0,3202.08,Dinheiro,Concluída
10457,Elisa,Porto Alegre,casa,Cafeteira,1.0,333.1,Boleto,Concluída
10458,Caio,são paulo,Esportes,Bola,4.0,129.51,Cartão,Concluída
10459,Rafael,Rio de Janeiro,Eletrônicos,Teclado,2.0,185.97,PIX,Concluída
10460,Sofia,Brasília,Esportes,Bola,1.0,103.55,Cartão,Concluída
10461,Thiago,Rio de Janeiro,Livros,Biografia,3.0,74.36,PIX,Concluída
10462,Marina,Belo Horizonte,Eletrônicos,Smartphone,6.0,2154.56,Boleto,Pendente
10463,Bruno,,Esportes,Raquete,6.0,289.62,Cartão,Concluída
10464,Elisa,Salvador,Eletrônicos,Smartphone,2.0,2374.29,PIX,Pendente
10465,Bruno,Salvador,Livros,Romance,7.0,58.26,Cartão,Concluída
10466,Felipe,São Paulo,Roupas,Vestido,3.0,200.08,Boleto,Concluída
10467,João,Belo Horizonte,Livros,Administração,2.0,93.33,Cartão,Concluída
10468,Amanda,Curitiba,Eletrônicos,Monitor,2.0,1056.96,Boleto,Concluída
10469,Bruno,Brasília,roupas,Camiseta,5.0,85.47,PIX,Concluída
10470,Amanda,São Paulo,Eletrônicos,Notebook,7.0,3852.31,Cartão,Concluída
10471,Amanda,Curitiba,Livros,Romance,4.0,55.22,Boleto,Concluída
10472,Lucas,Brasília,Roupas,Jaqueta,7.0,280.06,Dinheiro,Concluída
10473,Bruno,São Paulo,Casa,Jogo de Cama,7.0,218.52,Dinheiro,Concluída
10474,Gabriela,São Paulo,Livros,Ficção,6.0,63.41,,Concluída
10475,Henrique,Salvador,Roupas,Tênis,3.0,301.33,PIX,Concluída
10476,Amanda,Porto Alegre,Eletrônicos,Notebook,6.0,3607.23,Cartão,Concluída
10477,Felipe,Curitiba,Livros,Biografia,1.0,67.14,Cartão,Concluída
10478,Eduardo,Belo Horizonte,Roupas,Jaqueta,2.0,241.77,Boleto,Concluída
10479,Thiago,Curitiba,Livros,Administração,3.0,81.41,Cartão,Concluída
10480,Gabriela,curitiba,Eletrônicos,Teclado,7.0,163.23,Cartão,Concluída
10481,Valentina,curitiba,Esportes,Mochila Esportiva,2.0,193.67,Dinheiro,Cancelada
10482,Nicolas,Brasília,Roupas,Calça Jeans,4.0,169.06,PIX,Pendente
10483,Eduardo,Rio de Janeiro,Casa,Aspirador,7.0,585.04,Boleto,Concluída
10484,Felipe,São Paulo,Roupas,Camiseta,3.0,80.66,Cartão,Pendente
10485,Elisa,Salvador,Esportes,Bola,1.0,129.55,Cartão,Pendente
10486,Bruno,Salvador,Livros,Ficção,1.0,68.74,Boleto,Concluída
10487,Sofia,,Eletrônicos,Teclado,7.0,184.65,PIX,Concluída
10488,Olivia,Belo Horizonte,Eletrônicos,Teclado,1.0,188.87,PIX,Concluída
10489,Diego,Porto Alegre,Roupas,Vestido,4.0,200.36,Boleto,Concluída
10490,Bruno,Salvador,Livros,Administração,1.0,82.56,Boleto,Concluída
10491,Sofia,Rio de Janeiro,Roupas,Jaqueta,5.0,291.89,Dinheiro,Concluída
10492,Olivia,São Paulo,Livros,Administração,1.0,74.83,PIX,Concluída
10493,Rafael,Belo Horizonte,Livros,Biografia,4.0,65.78,Boleto,Concluída
10494,Valentina,Brasília,Eletrônicos,Monitor,7.0,1130.84,Boleto,Concluída
10495,Amanda,Belo Horizonte,Esportes,Mochila Esportiva,6.0,192.06,Boleto,Concluída
10496,Diego,Rio de Janeiro,Roupas,Camiseta,6.0,72.63,PIX,Pendente
10497,Felipe,Rio de Janeiro,Roupas,Tênis,7.0,282.15,PIX,Cancelada
10498,Thiago,Porto Alegre,Livros,Tecnologia,6.0,98.17,Cartão,Concluída
10499,João,Brasília,Livros,Biografia,2.0,64.9,Dinheiro,Pendente
10500,Nicolas,Salvador,Esportes,Mochila Esportiva,7.0,164.43,Dinheiro,Concluída
10501,Rafael,curitiba,Eletrônicos,Notebook,5.0,3973.02,Dinheiro,Concluída
10502,Daniela,São Paulo,Livros,Romance,5.0,67.87,Boleto,Concluída
10503,Karen,Rio de Janeiro,Livros,Administração,5.0,75.3,Cartão,Concluída
10504,Diego,Brasília,Roupas,Vestido,3.0,201.96,,Concluída
10505,Nicolas,Salvador,Roupas,Camiseta,3.0,76.83,Boleto,Pendente
10506,Caio,Brasília,casa,Liquidificador,7.0,280.19,Dinheiro,Concluída
10507,Pedro,Curitiba,Casa,Aspirador,5.0,634.29,Cartão,Pendente
10508,Thiago,belo horizonte,Livros,Administração,2.0,81.87,Cartão,Concluída
10509,Karen,Salvador,Roupas,Tênis,1.0,304.61,Cartão,Concluída
10510,Eduardo,Porto Alegre,Livros,Tecnologia,1.0,81.17,PIX,Concluída
10511,Lucas,Salvador,Casa,Cafeteira,2.0,365.09,,Concluída
10512,Ana,Rio de Janeiro,Casa,Aspirador,7.0,557.23,PIX,Concluída
10513,Rafael,rio de janeiro,Livros,Ficção,5.0,69.81,Boleto,Concluída
10514,Ana,Curitiba,Roupas,Calça Jeans,4.0,158.4,Boleto,Pendente
10515,Nicolas,Curitiba,Roupas,Camiseta,5.0,86.02,Dinheiro,Concluída
10516,Rafael,Brasília,Eletrônicos,Monitor,2.0,1218.46,Cartão,Pendente
10517,Amanda,Salvador,Roupas,Camiseta,3.0,69.84,Cartão,Concluída
10518,Isabela,Rio de Janeiro,,Mochila Esportiva,7.0,161.96,PIX,Concluída
10519,Caio,Brasília,Livros,Ficção,5.0,67.98,Cartão,Concluída
10520,Carla,Brasília,Esportes,Raquete,4.0,291.62,Dinheiro,Pendente
10521,Rafael,Porto Alegre,Casa,Cafeteira,6.0,345.46,Dinheiro,Concluída
10522,Olivia,Salvador,Eletrônicos,Notebook,4.0,3219.18,Boleto,Concluída
10523,Valentina,Belo Horizonte,Roupas,Vestido,7.0,219.53,Dinheiro,Concluída
10524,Elisa,Curitiba,Eletrônicos,Fone Bluetooth,3.0,310.31,Dinheiro,Pendente
10525,Eduardo,Porto Alegre,Roupas,Vestido,7.0,202.07,Dinheiro,Concluída
10526,Nicolas,São Paulo,Eletrônicos,Fone Bluetooth,5.0,266.78,PIX,Concluída
10527,Lucas,Curitiba,Livros,Romance,5.0,66.98,boleto,Concluída
10528,Lucas,Rio de Janeiro,Eletrônicos,Fone Bluetooth,2.0,255.58,Dinheiro,Concluída
10529,Thiago,Belo Horizonte,Esportes,Halteres,6.0,255.62,Dinheiro,Concluída
10530,Sofia,São Paulo,livros,Biografia,3.0,81.72,Boleto,Cancelada
10531,Karen,Belo Horizonte,Eletrônicos,Teclado,2.0,196.95,Boleto,Concluída
10532,João,Curitiba,Livros,Biografia,2.0,76.47,Cartão,Concluída
10533,João,Curitiba,Roupas,Vestido,5.0,213.01,Cartão,Concluída
10534,Caio,Salvador,Casa,Jogo de Cama,3.0,191.63,Boleto,Concluída
10535,Karen,Curitiba,Roupas,Jaqueta,4.0,271.49,PIX,Concluída
10536,Lucas,Porto Alegre,Roupas,Tênis,1.0,350.51,Boleto,Concluída
10537,Amanda,São Paulo,Esportes,Raquete,5.0,268.81,Boleto,Concluída
10538,Felipe,Rio de Janeiro,Esportes,Halteres,3.0,262.86,PIX,Concluída
10539,João,Rio de Janeiro,Eletrônicos,Teclado,3.0,200.29,Dinheiro,Cancelada
10540,Valentina,Brasília,Eletrônicos,Notebook,6.0,3008.76,PIX,Cancelada
10541,Marina,Salvador,Livros,Ficção,5.0,62.81,Dinheiro,Concluída
10542,Caio,Belo Horizonte,Eletrônicos,Fone Bluetooth,4.0,257.32,Cartão,Concluída
10543,Felipe,Salvador,Livros,Biografia,1.0,69.37,Cartão,Cancelada
10544,Marina,Belo Horizonte,Livros,Tecnologia,3.0,,Cartão,Concluída
10545,Valentina,Porto Alegre,Casa,Cafeteira,7.0,334.8,PIX,Concluída
10546,Thiago,Rio de Janeiro,Roupas,Jaqueta,6.0,249.48,PIX,Pendente
10547,Henrique,São Paulo,Livros,Romance,5.0,60.99,PIX,Concluída
10548,Elisa,Rio de Janeiro,Casa,Cafeteira,6.0,353.11,Boleto,Concluída
10549,Amanda,Rio de Janeiro,Livros,Romance,3.0,54.15,Dinheiro,Concluída
10550,Elisa,Salvador,Casa,Aspirador,2.0,543.6,PIX,Concluída
10551,Sofia,São Paulo,Livros,Tecnologia,1.0,99.11,Cartão,Pendente
10552,Amanda,Curitiba,Casa,Aspirador,7.0,635.72,Boleto,Concluída
10553,Daniela,Porto Alegre,Casa,Aspirador,6.0,528.09,PIX,Concluída
10554,Karen,São Paulo,Casa,Jogo de Cama,4.0,231.57,Dinheiro,Pendente
10555,Valentina,Rio de Janeiro,Roupas,Camiseta,3.0,89.3,Cartão,Concluída
10556,Pedro,São Paulo,Esportes,Bicicleta,5.0,1506.32,PIX,Concluída
10557,Carla,Rio de Janeiro,Casa,Liquidificador,6.0,260.33,PIX,Concluída
10558,Rafael,Porto Alegre,Esportes,Halteres,2.0,252.94,dinheiro,Concluída
10559,Bruno,Rio de Janeiro,Casa,Jogo de Cama,5.0,235.83,Dinheiro,Cancelada
10560,Pedro,Curitiba,Eletrônicos,Fone Bluetooth,4.0,267.68,Boleto,Concluída
10561,Lucas,Curitiba,Roupas,Vestido,1.0,191.05,boleto,Concluída
10562,Henrique,Salvador,Roupas,Calça Jeans,5.0,192.48,Cartão,Concluída
10563,Amanda,Belo Horizonte,,Notebook,2.0,3703.18,Cartão,Concluída
10564,Gabriela,Rio de Janeiro,Casa,Cafeteira,4.0,360.16,PIX,Pendente
10565,Rafael,Brasília,Esportes,Bicicleta,5.0,1299.32,Dinheiro,Pendente
10566,Lucas,Salvador,Livros,Ficção,1.0,59.54,Dinheiro,Concluída
10567,Karen,Rio de Janeiro,Eletrônicos,Smartphone,7.0,2175.45,Dinheiro,Concluída
10568,Pedro,Curitiba,Roupas,Jaqueta,7.0,260.72,pix,Concluída
10569,Karen,Salvador,Eletrônicos,Monitor,3.0,1079.62,Cartão,Concluída
10570,Felipe,São Paulo,Roupas,Tênis,7.0,278.16,Dinheiro,Concluída
10571,Karen,Belo Horizonte,Esportes,Bicicleta,2.0,1641.77,PIX,Concluída
10572,Pedro,Rio de Janeiro,Roupas,Vestido,4.0,215.49,Boleto,Concluída
10573,Marina,Curitiba,Livros,Administração,5.0,80.35,Cartão,Concluída
10574,João,Belo Horizonte,Livros,Romance,6.0,61.02,Dinheiro,Concluída
10575,Karen,Curitiba,Esportes,Halteres,7.0,214.02,cartão,Concluída
10576,Gabriela,Belo Horizonte,Livros,Tecnologia,1.0,87.34,Boleto,Concluída
10577,Carla,Belo Horizonte,Eletrônicos,Notebook,2.0,3552.16,PIX,Concluída
10578,Ana,Belo Horizonte,Roupas,Calça Jeans,3.0,203.83,Cartão,Concluída
10579,Eduardo,Porto Alegre,Eletrônicos,Notebook,7.0,3623.54,Boleto,Pendente
10580,Eduardo,Brasília,Esportes,Bola,3.0,109.34,Boleto,Concluída
10581,Daniela,Belo Horizonte,Eletrônicos,Smartphone,4.0,1968.49,Dinheiro,Concluída
10582,Eduardo,Belo Horizonte,Esportes,Halteres,3.0,216.82,Dinheiro,Concluída
10583,Diego,Rio de Janeiro,Esportes,Halteres,7.0,252.5,Boleto,Concluída
10584,Felipe,Brasília,Roupas,Camiseta,6.0,88.51,Cartão,Concluída
10585,Ana,São Paulo,Esportes,Raquete,,269.49,Boleto,Concluída
10586,Rafael,Curitiba,Eletrônicos,Fone Bluetooth,2.0,287.4,PIX,Concluída
10587,Elisa,Salvador,Casa,Cafeteira,5.0,356.63,Dinheiro,Concluída
10588,Henrique,Brasília,Esportes,Mochila Esportiva,6.0,157.64,Cartão,Concluída
10589,Felipe,Brasília,Eletrônicos,Teclado,6.0,197.0,Cartão,Concluída
10590,Henrique,São Paulo,esportes,Mochila Esportiva,1.0,196.11,Dinheiro,Cancelada
10591,Thiago,Curitiba,Livros,Romance,1.0,53.66,Dinheiro,Concluída
10592,Diego,Belo Horizonte,Eletrônicos,Smartphone,5.0,1877.79,Cartão,Pendente
10593,Eduardo,Salvador,Eletrônicos,Monitor,5.0,968.25,Boleto,Concluída
10594,Henrique,Rio de Janeiro,Livros,Administração,3.0,79.48,Boleto,Concluída
10595,Pedro,Rio de Janeiro,Roupas,Tênis,2.0,284.31,Dinheiro,Concluída
10596,Pedro,Rio de Janeiro,Casa,Jogo de Cama,2.0,233.86,Boleto,Cancelada
10597,Gabriela,Salvador,Eletrônicos,Monitor,6.0,967.84,Boleto,Concluída
10598,Bruno,Brasília,Esportes,Bicicleta,4.0,1522.0,Cartão,Concluída
10599,Valentina,Brasília,Esportes,Halteres,7.0,235.72,Boleto,Concluída
10600,Pedro,Salvador,Eletrônicos,Fone Bluetooth,6.0,255.65,Dinheiro,Concluída
10111,Diego,Rio de Janeiro,Casa,Cafeteira,7.0,,Dinheiro,Concluída
10420,Ana,Curitiba,Casa,Panela,6.0,179.71,Cartão,Concluída
10566,Lucas,Salvador,Livros,Ficção,1.0,59.54,Dinheiro,Concluída
10078,Sofia,Belo Horizonte,Esportes,Raquete,1.0,340.61,Cartão,Cancelada
10182,Lucas,Rio de Janeiro,roupas,Jaqueta,5.0,247.3,PIX,Concluída
10285,Lucas,Brasília,Casa,Aspirador,6.0,592.15,PIX,Concluída
10011,Ana,Salvador,Livros,Romance,6.0,65.16,Boleto,Concluída
10470,Amanda,São Paulo,Eletrônicos,Notebook,7.0,3852.31,Cartão,Concluída
10079,Carla,São Paulo,Livros,Ficção,1.0,66.72,Boleto,Concluída
10350,Sofia,,Eletrônicos,Monitor,3.0,1110.43,PIX,Concluída
10056,Henrique,Salvador,Livros,Tecnologia,6.0,90.12,Dinheiro,Cancelada
10119,Karen,São Paulo,Esportes,Raquete,5.0,282.68,Boleto,Concluída
